,part_id,question_id,membership_guid,question,comment_id,date,rationale,answer_probability,answer_text,answer_consensus,accuracy
16609,16609,564,740321b4995adbc428d0e4d16365393aeb8b6400,Will ACLED record any riots in Libya between 7 June 2019 and 7 July 2019?,140880,2019-05-06T20:03:54Z,"740321b4995adbc428d0e4d16365393aeb8b6400: Yes, 0.75 probability
740321b4995adbc428d0e4d16365393aeb8b6400: No, 0.25 probability
740321b4995adbc428d0e4d16365393aeb8b6400: Libya has been is such turmoil and will continue have riots as long as the country continues to be in great unrest. With protests against Haftar happening recently and the data shown by <a target=""_blank"" href=""https://www.acleddata.com/data/"">https://www.acleddata.com/data/</a> that shows Libya has had many riots in the past year consistently , it is safe to assume the continued pushed back by the people will continue within the timeframe.

<a target=""_blank"" href=""https://www.aljazeera.com/news/2019/04/protests-libya-haftars-offensive-190413154910882.html"">https://www.aljazeera.com/news/2019/04/protests-libya-haftars-offensive-190413154910882.html</a>","[0.75,0.25]","['Yes', 'No']",[0],1.125
7696,7696,518,2376acfb099103c6310601918dc04c7f69865340,What will be the daily closing price of gold on 24 April 2019 in USD?,134789,2019-04-16T19:08:44Z,"2376acfb099103c6310601918dc04c7f69865340: Less than $1,240, 0.0 probability
2376acfb099103c6310601918dc04c7f69865340: Between $1,240 and $1,290, inclusive,  0.1 probability
2376acfb099103c6310601918dc04c7f69865340: More than $1,290 but less than $1,330,  0.8 probability
2376acfb099103c6310601918dc04c7f69865340: Between $1,330 and $1,380, inclusive,  0.1 probability
2376acfb099103c6310601918dc04c7f69865340: More than $1,380,  0.0 probability
2376acfb099103c6310601918dc04c7f69865340: Gold prices have been holding steady over the past month.  Around 1290 to 1320 USD in that time.  People are predicting that gold will rise quite a bit over the rest of the year, but not a drastic increase in the next couple of weeks. More of a slow steady climb.  I don't see any information that gold is going to decrease a lot to reach less than 1240.  Also it is going to take a while for it to hit 1380.  I see it holding mostly steady with slight deviations in the short term with a gradual increase throughout the rest of the year.

<a target=""_blank"" href=""https://walletinvestor.com/commodity-forecast/gold-prediction"">https://walletinvestor.com/commodity-forecast/gold-prediction</a>.  
<a target=""_blank"" href=""https://www.livemint.com/Money/kX1S8lgbn9Ut2LnozymLQP/Gold-prices-set-to-soar-over-next-12-months-forecasts-Bank.html"">https://www.livemint.com/Money/kX1S8lgbn9Ut2LnozymLQP/Gold-prices-set-to-soar-over-next-12-months-forecasts-Bank.html</a>
 [UPDATE:] 
2376acfb099103c6310601918dc04c7f69865340: Less than $1,240, 0.0 probability
2376acfb099103c6310601918dc04c7f69865340: Between $1,240 and $1,290, inclusive,  0.6 probability
2376acfb099103c6310601918dc04c7f69865340: More than $1,290 but less than $1,330,  0.4 probability
2376acfb099103c6310601918dc04c7f69865340: Between $1,330 and $1,380, inclusive,  0.0 probability
2376acfb099103c6310601918dc04c7f69865340: Update.  The price of gold has fallen by about 20 points over the past week.  If this continues it will fall into the 1240 to 1290 range which is lower than I expected.  Adjusting my percentages according to this new data.","[0.0, 0.6, 0.4, 0.0]","['Less than $1,240', 'Between $1,240 and $1,290, inclusive', 'More than $1,290 but less than $1,330', 'Between $1,330 and $1,380, inclusive']","[0, 1, 0, 0]",0.08
6977,6977,514,e13e35669dc6e43f62d45b85051f3dd0bdc3e3df,"Before 30 July 2019, will Ukraine and Russia/Russian-backed separatists exchange prisoners?",135872,2019-04-18T23:01:09Z,"e13e35669dc6e43f62d45b85051f3dd0bdc3e3df: Yes, 0.29 probability
e13e35669dc6e43f62d45b85051f3dd0bdc3e3df: No, 0.71 probability
e13e35669dc6e43f62d45b85051f3dd0bdc3e3df: Kyiv has proposed to do the prisoner exchange and it would be beneficial for both parties.  The deal would be a boon for Ukraine getting cheap gas and major investment from Putin in Russia.  A major shift could occur depending on which candidate wins the Ukrainian presidency.
<a target=""_blank"" href=""https://www.reuters.com/article/us-ukraine-election-russia/putin-ally-to-ukraines-probable-new-leader-do-deal-and-get-territory-back-idUSKCN1RU287"">https://www.reuters.com/article/us-ukraine-election-russia/putin-ally-to-ukraines-probable-new-leader-do-deal-and-get-territory-back-idUSKCN1RU287</a>
<a target=""_blank"" href=""https://www.kyivpost.com/ukraine-politics/kyiv-urges-moscow-to-swap-prisoners-25-for-25.html"">https://www.kyivpost.com/ukraine-politics/kyiv-urges-moscow-to-swap-prisoners-25-for-25.html</a>","[0.29,0.71]","['Yes', 'No']",[0],0.1682
42154,42154,724,2ab6951e15f887984979c4923b846a7b2b5d1a11,Will Saudi Arabia execute or be targeted in a national military attack  between 11 July 2019 and 30 July 2019?,163168,2019-07-15T20:34:18Z,"2ab6951e15f887984979c4923b846a7b2b5d1a11: Yes, 0.15 probability
2ab6951e15f887984979c4923b846a7b2b5d1a11: No, 0.85 probability
2ab6951e15f887984979c4923b846a7b2b5d1a11: There haven't been any large attacks on Saudi Arabia or by them this month, so with only 2 more weeks left on this deadline, it is unlikely there will be a full blown military attack. However, Yemen rebels did target SA's airport in the beginning of July and there is a lot of military tension with Iran and Yemen, so anything is possible.

Sources:
<a target=""_blank"" href=""https://www.aljazeera.com/news/2019/07/saudi-arabia-moves-secure-yemen-ports-uae-drawdown-190711170548659.html"">https://www.aljazeera.com/news/2019/07/saudi-arabia-moves-secure-yemen-ports-uae-drawdown-190711170548659.html</a>
<a target=""_blank"" href=""https://www.cnn.com/2019/06/19/media/guardian-hack-saudi-arabia/index.html"">https://www.cnn.com/2019/06/19/media/guardian-hack-saudi-arabia/index.html</a>
<a target=""_blank"" href=""https://www.cnn.com/2019/07/02/middleeast/saudi-abha-airport-drone-attack-intl/index.html"">https://www.cnn.com/2019/07/02/middleeast/saudi-abha-airport-drone-attack-intl/index.html</a>","[0.15,0.85]","['Yes', 'No']",[0],0.045
44359,44359,738,3a9bf3062d02eef939aa406ff70ef54bf17d3b2c,"Which option will prevail in the upcoming referendum on Bougainvillean independence in the Autonomous Region of Bougainville, Papua New Guinea?",165827,2019-07-23T19:30:21Z,"3a9bf3062d02eef939aa406ff70ef54bf17d3b2c: Greater Autonomy, 0.65 probability
3a9bf3062d02eef939aa406ff70ef54bf17d3b2c: Independence,  0.35 probability
3a9bf3062d02eef939aa406ff70ef54bf17d3b2c: According to Bouganville News <a target=""_blank"" href=""https://bougainvillenews.com/2019/07/07/bougainville-referendum-news-chair-of-brc-bernie-ahern-travels-from-the-unitednations-in-new-york-to-arawa-buin-and-buka-for-bougainville-referendum-commission-brc-roadshow-this-week/"">https://bougainvillenews.com/2019/07/07/bougainville-referendum-news-chair-of-brc-bernie-ahern-travels-from-the-unitednations-in-new-york-to-arawa-buin-and-buka-for-bougainville-referendum-commission-brc-roadshow-this-week/</a> this small island has $50 billion in copper and gold that China is interested in. Political scientists believe that Bouganville is moving closer to independence but citizens of Bouganville want protection from larger countries and allies.","[0.65, 0.35]","['Greater Autonomy', 'Independence']","[0, 1]",0.4225
35922,35922,690,ec43f7ea9d95f7b46336cb4bcedd647007598011,Will Czech Republic's Prime Minister Andrej Babiš experience a significant leadership disruption between 20 June 2019 and 22 August 2019?,172124,2019-08-12T17:15:14Z,"ec43f7ea9d95f7b46336cb4bcedd647007598011: Yes, 0.05 probability
ec43f7ea9d95f7b46336cb4bcedd647007598011: No, 0.95 probability
ec43f7ea9d95f7b46336cb4bcedd647007598011: Babis on the 27th of June survived a no confidence vote, and there are no indications that he will be leaving his position of power any time soon.
<a target=""_blank"" href=""https://www.dw.com/en/czech-government-survives-no-confidence-vote/a-49370341"">https://www.dw.com/en/czech-government-survives-no-confidence-vote/a-49370341</a>

While there are still protests against him, and he is seemingly not popular with the people, his surviving of this vote very much cements his position in the government.
 [UPDATE:] 
ec43f7ea9d95f7b46336cb4bcedd647007598011: Yes, 0.05 probability
ec43f7ea9d95f7b46336cb4bcedd647007598011: No, 0.95 probability
ec43f7ea9d95f7b46336cb4bcedd647007598011: With only ten days left, I'm lowering the percentage even further down. There haven't been any big stories out of the Czech Republic related to Babis after his survival of the no confidence vote. Things seem to have calmed down over time, even if Babis is still not a popular figure.","[0.05,0.95]","['Yes', 'No']",[0],0.005
30808,30808,650,8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63,What will be the number of Dengue Fever cases for Mexico on 6 July 2019 (epidemiological week 27)?,155704,2019-06-23T18:18:07Z,"8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Less than 16,000, 0.02 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Between 16,000 and 18,000, inclusive,  0.04 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: More than 18,000 but less than 21,000,  0.3 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Between 21,000 and 23,000, inclusive,  0.55 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: More than 23,000,  0.09 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: With eleven more weeks to be reported and around 750-800 new cases reported each week, I believe about 8 to 9 thousand more cases will be reported. Since the current number sits just under 13,000, It appears very likely that the number will be above 21,000. I find it very unlikely that it would fall below 18,000. I believe the chance of more than 23,000 cases would be slim but still not impossible.
 [UPDATE:] 
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Less than 16,000, 0.0 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Between 16,000 and 18,000, inclusive,  0.0 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: More than 18,000 but less than 21,000,  0.0 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Between 21,000 and 23,000, inclusive,  0.05 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: More than 23,000,  0.95 probability
8a439e87c05ea4c6469b9edbb3fd3fd4c0635e63: Over the last six weeks, the cumulative total has been rising by ~1000 or more. There are four more weeks that are unreported. The level is currently just below 20,500. With four weeks and only 750 per week increase, that would put the number above 23,000.","[0.0, 0.0, 0.0, 0.05, 0.95]","['Less than 16,000', 'Between 16,000 and 18,000, inclusive', 'More than 18,000 but less than 21,000', 'Between 21,000 and 23,000, inclusive', 'More than 23,000']","[0, 0, 0, 0, 1]",0.001
21480,21480,587,5f80b01655521c411d0c813ba6ed5ab883580710,How many terrorist incidents with 15 or more dead (victims + perpetrators) will occur between 1 June 2019 and 30 June 2019 as reported by Wikipedia?,143118,2019-05-14T17:46:10Z,"5f80b01655521c411d0c813ba6ed5ab883580710: Less than 12, 0.55 probability
5f80b01655521c411d0c813ba6ed5ab883580710: Between 12 and 17, inclusive,  0.3 probability
5f80b01655521c411d0c813ba6ed5ab883580710: More than 17,  0.15 probability
5f80b01655521c411d0c813ba6ed5ab883580710: According to Wiki there are a TON of terrorists attacks.  They happen all of the time all over the entire globe.  That initially wanted me to make my prediction higher however we have to take into account that this is only for one month.  Also looking at all of the terrorists attacks are overwhelming but actually looking at the numbers most resulted in a lower death count than 12.  Only a small percentage of them actually had 17 or more people killed.","[0.55, 0.3, 0.15]","['Less than 12', 'Between 12 and 17, inclusive', 'More than 17']","[0, 0, 1]",0.371666667
22211,22211,595,5a20b0bf4fcf24cf009da803ae3e076f2f4a5f97,Will ACLED record any riots in Vietnam between 21 June 2019 and 21 July 2019? ,143797,2019-05-16T15:30:20Z,"5a20b0bf4fcf24cf009da803ae3e076f2f4a5f97: Yes, 0.45 probability
5a20b0bf4fcf24cf009da803ae3e076f2f4a5f97: No, 0.55 probability
5a20b0bf4fcf24cf009da803ae3e076f2f4a5f97: There have been riots in 3 of the past 5 months. This implies a 60% probability. When you account for a larger timespan the probability gets discounted to between 40 and 50%. Looking at the distribution of riots in Vietnam, it appears that they are rather ""lumpy"" meaning many will occur over a somewhat short time-period with few to no events occurring over longer time periods. Based on this distribution it is clear that the probability isn't distributed evenly over the months but is actually highly variable based on external factors . Looking at the news, it appears that there is reported conflict between Vietnam, the US and China. Looking at past news reports it seems likely, but not certain that this event would lead to riots. Due to the news reports, I placed the probability at the middle range of the implied probability, given that there isn't sufficient news to consider this a high or low probability time period","[0.45,0.55]","['Yes', 'No']",[0],0.405
69539,69539,900,2fe6ec49930bdd3651b5f20e6fb9cf7e2cec8da7,"Will there be a significant day-over-day increase in worldwide search interest in the term ""African swine fever"" reported by Google Trends between 1 November 2019 and 29 November 2019?  Search term should include capitalization as shown and quotation marks.",198465,2019-10-29T20:20:12Z,"2fe6ec49930bdd3651b5f20e6fb9cf7e2cec8da7: Yes, 0.1 probability
2fe6ec49930bdd3651b5f20e6fb9cf7e2cec8da7: No, 0.9 probability
2fe6ec49930bdd3651b5f20e6fb9cf7e2cec8da7: Barring a significant outbreak or lull in world news, I don't see it gaining traction in a day over day manner. I'm sure there will be some localized events and upticks but I don't see it breaking through as a worldwide story that garners continued attention. Looking through some history on the term there definitely are annual spikes, including some recently. But again, I just don't see an incident/outbreak reaching levels for sustained day over day numbers. Just sudden spikes.","[0.1,0.9]","['Yes', 'No']",[1],1.62
49647,49647,779,9287629c4716924d2c715f23a81075f71d5e0186,Will Myanmar's Commander-in-Chief of the Myanmar Armed Forces Min Aung Hlaing experience a significant leadership disruption between 1 August 2019 and 29 November 2019?,171319,2019-08-08T18:51:46Z,"9287629c4716924d2c715f23a81075f71d5e0186: Yes, 0.05 probability
9287629c4716924d2c715f23a81075f71d5e0186: No, 0.95 probability
9287629c4716924d2c715f23a81075f71d5e0186: Min Aung Hlaing seems to be sitting pretty comfortably as Myanmar's Commander-in-Chief.  There doesn't seem to be any signs of any opposition against him.  According to irrawaddy.com, Hlaing met with India's prime minister to strengthen the relationship between the two countries.  It went very well.  I don't see any need for Hlaing to lose his position as Myanmar's Commander-in-Chief.
 [UPDATE:] 
9287629c4716924d2c715f23a81075f71d5e0186: Yes, 0.02 probability
9287629c4716924d2c715f23a81075f71d5e0186: No, 0.98 probability
9287629c4716924d2c715f23a81075f71d5e0186: Min Aung Hlaing has been in power since 2011.  He seems to have very strong ties within the military.  Together, they have abused their power and been accused for taking wrongful acts against the people of Myanmar.  According to the Washing Post, these actions are just a normal part of the country.  No group has really taken a stand against Min Aung Hlaing and the military.  They simply are running the country how they want.  The US has recently sanction him but it really doesn't seem to have much effect.  I do not see Min Aung Hlaing losing any power much less his position in the military.","[0.02,0.98]","['Yes', 'No']",[0],0.0008
